Top1	Top2	Top3	Top4	Top5	Top6	Top7	Top8	Top9	Top10	Top11	Top12	Top13	Top14	Top15	TA
0.0890637403	0.6818790797	0.000284132	0.0216529795	0.0003148753	0.0003901728	0.0004223477	0.0256799867	0.0001808395	0.1784330639	0.0004630005	0.0002345075	0.0003059276	0.00023689	0.0004584572	Solar Mounting/Rack
0.030311158	0.000257739	0.000202642	0.0214807977	0.000224568	0.1814172099	0.0003012169	0.0002009872	0.0454137091	0.0004606105	0.7188480058	0.00016725	0.0002181866	0.0001689492	0.0003269701	Solar Invertor
0.0054837995	4.24057275774e-05	3.33406330323e-05	0.9244390162	0.0035139349	4.5783678157e-05	0.037302989	3.30683789873e-05	2.12200794811e-05	0.0288851032	5.43294315377e-05	2.75175944829e-05	3.58981820346e-05	2.77971613133e-05	5.37963104559e-05	Solar Mounting/Rack
8.69479509961e-05	0.0001846947	0.0001452124	0.0024127093	0.0023243148	0.8633921293	0.0002158508	0.0001440266	9.24223230568e-05	0.0003300716	0.0002366274	0.0001198506	0.0001563516	0.0001210683	0.1300377223	Solar Monitoring
0.0001035207	0.0002198984	0.2191110706	0.0028725838	0.0001915976	0.0002374151	0.0388931425	0.0001714788	0.0001100385	0.036453391	0.0002817298	0.0001426948	0.000186153	0.6518071979	0.0492180878	Solar Monitoring
7.48097496033e-05	0.1304551148	0.0001249403	0.0002145133	0.0280590741	0.0001715692	0.2272733873	0.0001239201	7.95198824863e-05	0.3278858771	0.0002035935	0.281170645	0.0001345244	0.0001041668	0.0039243444	Solar Mounting/Rack
0.0025542607	0.0566877456	0.0075315338	0.6387311546	0.0001826584	0.0002263383	0.1745904629	0.0001634783	0.0001049045	0.0372081977	0.0002685854	0.0001360372	0.0001774679	0.0001374193	0.0812997552	Solar Mounting/Rack
0.0265387438	0.0005607871	0.0004409074	0.0007570055	0.000488614	0.2173720994	0.0006553863	0.000437307	0.0002806212	0.079826427	0.0007184701	0.0003639016	0.3748898367	0.2893897869	0.007280106	Solar Monitoring
0.0001014306	0.1566872927	0.0001694	0.0002908473	0.0658049499	0.0002326217	0.1693423347	0.0001680167	0.0001078168	0.0104800076	0.0002760417	0.5906948002	0.0001823946	0.0051887127	0.0002733329	Solar Mounting/Rack
6.97465933457e-05	0.0001481556	0.0105288586	0.000199995	0.000129088	0.071311182	0.0053793351	0.0313526561	7.41379423949e-05	0.0002647718	0.800207242	9.61399714096e-05	0.079953623	9.71167118399e-05	0.0001879516	Solar Invertor
0.0001001666	0.0699968884	0.0051518686	0.0002872229	0.5659351767	0.0276449108	0.0002486666	0.0001659229	0.0001064733	0.1399484816	0.0002726018	0.0001380715	0.0001801217	0.0200777927	0.1697456339	Solar Mounting/Rack
0.0081487931	0.000115176	0.0027887455	0.0001554759	0.0001003529	0.0001243507	0.0001346051	0.8324816524	5.76347819727e-05	0.0825006504	0.0001475614	7.47391431709e-05	9.75012321052e-05	7.54984604641e-05	0.0729972629	Solar Invertor
6.98678416993e-05	0.4764734534	0.0018550993	0.0002003426	0.0001293124	0.0001602354	0.4591143637	0.0001157339	0.0035510919	0.0002652321	0.0001901442	0.0574639214	0.0001256378	9.72855407511e-05	0.0001882783	Solar Mounting/Rack
5.64286517829e-05	0.0029279179	9.42419009611e-05	0.0001618064	0.000104439	0.0661186429	0.0001400858	9.34723373261e-05	5.99814834621e-05	0.0100423973	0.4368057022	0.0014818084	0.3749764531	7.85725130337e-05	0.1068580501	Solar Invertor
5.2451885561e-05	0.0001114182	0.1984595288	0.0001504032	9.70787150115e-05	0.0001202935	0.0157911551	0.0144427482	0.1540550146	0.0106397455	0.3003107966	7.23006319925e-05	9.43200631179e-05	7.30351750693e-05	0.3055297098	Solar Invertor
9.63254836817e-05	0.0002046144	0.0001608739	0.0002762086	0.0001782806	0.0002209136	0.0002391308	0.014539861	0.1175415137	0.0027623873	0.0002621482	0.0001327768	0.862991264	0.0001341258	0.0002595758	Solar Invertor
8.31694628365e-05	0.0001766684	0.1098158327	0.0002384844	0.0001539313	0.0291620062	0.0043452227	0.2650179024	8.84059356739e-05	0.0003157277	0.5879291432	0.0001146423	0.0022189331	0.000115807	0.0002241232	Solar Invertor
0.0021003876	0.0001723876	0.0001355362	0.0002327057	0.0001502014	0.0001861196	0.0688554037	0.0001344295	8.6263789043e-05	0.042711979	0.553490815	0.0001118644	0.0001459332	0.3312672807	0.0002186926	Solar Invertor
0.6406845605	0.190751195	4.3835533843e-05	0.0399123237	4.85785838658e-05	6.01953769554e-05	0.0026774256	0.011798676	2.7899695586e-05	0.110467891	7.14311462693e-05	3.61795303366e-05	4.71981432373e-05	3.65470986801e-05	0.0033360631	Solar Mounting/Rack
4.16380435769e-05	8.84474581894e-05	6.95399988304e-05	0.0001193951	7.70642985051e-05	9.54929956611e-05	0.0736603978	0.8164484057	4.42596366082e-05	0.1079035752	0.0001133172	5.73946357378e-05	7.48743892859e-05	5.79777403548e-05	0.0011482198	Solar Monitoring
5.51131857649e-05	0.0001170713	0.0206614768	0.0001580344	0.0001020043	0.1482263067	0.0015081155	0.1015671573	0.1385594247	0.0002092205	0.0001499896	7.59690165434e-05	9.91056680683e-05	0.4471190608	0.1413919502	Solar Monitoring
0.0272655339	0.0002318417	0.0001822808	0.0003129627	0.0002020038	0.0002503097	0.1876500474	0.695384396	0.000116015	0.003129968	0.0002970313	0.0001504449	0.0001962635	0.0001519734	0.084478928	Site Assessment
0.0001056987	0.4920224833	0.0001765281	0.0739412828	0.0843535681	0.0002424101	0.0002624001	0.0001750866	0.0001123536	0.334403075	0.0002876572	0.000145697	0.0001900696	0.0001471772	0.0134345125	Solar Mounting/Rack
5.79752277633e-05	0.1746665206	9.68248487325e-05	0.712764792	0.0289574452	0.0001329608	0.0116839827	0.0044235558	6.1625434162e-05	0.066575416	0.0001577786	7.9914107231e-05	0.0001042523	8.07259999156e-05	0.0001562304	Solar Mounting/Rack
6.60771530656e-05	0.000140361	0.4111340463	0.000189473	0.0001222966	0.2023751975	0.0001640385	0.0560086767	7.02374687079e-05	0.0051831262	0.061011334	0.0017351767	0.0001188213	0.2615030744	0.0001780633	Solar Invertor
0.0002017221	0.0004284978	0.0053560344	0.0005784283	0.0003733502	0.3819170274	0.000500781	0.0003341465	0.0002144228	0.0007657769	0.0005489834	0.0002780574	0.3065300853	0.0002808824	0.301691804	Solar Invertor
0.0001056987	0.000224525	0.0001765281	0.4105730404	0.4525445529	0.0265417662	0.0002624001	0.0185846359	0.0001123536	0.0898190637	0.0002876572	0.000145697	0.0001900696	0.0001471772	0.0002848345	Solar Mounting/Rack
0.0002622766	0.49651945	0.0004380301	0.1443201061	0.0135370655	0.0006015071	0.1703224302	0.0004344532	0.0002787899	0.0270989339	0.0007137814	0.1439295676	0.0004716312	0.0003651998	0.0007067773	Solar Mounting/Rack
6.66248408245e-05	0.0001415244	0.0001112706	0.4394873793	0.0001233102	0.0001527979	0.2239578711	0.000110362	7.08196397011e-05	0.0035683651	0.0001813184	0.3200321871	0.0001198062	9.27699140181e-05	0.0117835933	Solar Mounting/Rack
9.94232454004e-05	0.0002111947	0.0001660475	0.5469934721	0.000184014	0.000228018	0.1338316743	0.0001646916	0.0001056831	0.007798811	0.0002705787	0.274728134	0.0001787849	0.0001384391	0.0349010337	Solar Mounting/Rack
6.47987300344e-05	0.0001376453	0.0001082208	0.0001858072	0.035590217	0.0098223244	0.0001608647	0.1129673399	6.88785542649e-05	0.1518008497	0.4322689309	0.0129876058	0.0001165224	0.2290348044	0.01468519	Solar Invertor
7.56546796819e-05	0.1300461276	0.0001263514	0.0115113206	0.2090861366	0.000173507	0.0001878149	0.0001253197	8.04180106168e-05	0.0002872001	0.2260935835	0.0001042838	0.0001360438	0.0415180865	0.3804481517	Solar Mounting/Rack
0.0001258956	0.0002674273	0.0002102592	0.0034934642	0.0033654741	0.520277853	0.0817566191	0.0002085423	0.1818167688	0.0004779246	0.1632307819	0.0001735368	0.0409484279	0.0001752999	0.0034717254	Solar Invertor
0.0160116411	0.0850535202	0.0717508902	0.358170287	0.0001971844	0.0002443379	0.0002644868	0.000176479	0.0001132471	0.4669540973	0.0002899448	0.0001468557	0.0001915811	0.0001483476	0.0002870997	Solar Mounting/Rack
9.06750978808e-05	0.0001926119	0.1761293482	0.0002600064	0.0001678228	0.0881969105	0.0002251036	0.0046624547	9.63841366419e-05	0.0003442206	0.6139133325	0.0001249882	0.0001630538	0.000126258	0.1153068296	Solar Invertor
0.0221521648	0.1987597747	0.0575131706	0.2936986905	0.00016412	0.0024097158	0.002426486	0.0001468866	9.42575661803e-05	0.4217492901	0.0002413261	0.0001222305	0.0001594563	0.0001234723	0.0002389581	Solar Mounting/Rack
7.93908058892e-05	0.0001686418	0.0001325912	0.4960424129	0.0001469377	0.0041327907	0.2095849981	0.0001315084	8.43893688761e-05	0.0042520984	0.0002160608	0.2648073553	0.0001427622	0.0001105455	0.0199675168	Solar Mounting/Rack
3.79788099479e-05	0.1002472301	6.34286861841e-05	0.1834325984	7.02917355205e-05	8.71008823187e-05	0.3714665131	6.29107381186e-05	4.03700121982e-05	0.1617336184	0.0001033587	0.1824310792	6.8294279855e-05	5.28825418534e-05	0.0001023445	Solar Mounting/Rack
0.0496078078	0.0001510388	0.0001187512	0.000203887	0.0160541121	0.0461614381	0.0054840215	0.0001177815	7.55807296183e-05	0.0338841164	0.1381886117	9.80109367738e-05	0.0001278605	0.6263844767	0.083342505	Site Assessment
6.08729466454e-05	0.0016439128	0.2121465895	0.0001745502	0.0001126645	0.0940452162	0.0001511189	0.0001008342	0.0833680691	0.0229501848	0.3030869864	8.39083755832e-05	0.2712240459	8.47608483026e-05	0.0107662853	Solar Invertor
9.08801350131e-05	0.0001930474	0.1041682991	0.0138279665	0.0001682023	0.0002084252	0.0002256126	0.1810488349	0.0611497766	0.0003449989	0.4660604378	0.0001252708	0.0001634225	0.018216373	0.1540084523	Solar Monitoring
0.0117521458	0.0001109837	8.72586367202e-05	0.0001498167	9.67001113095e-05	0.0001198244	0.0339294121	0.1014856659	5.55368941202e-05	0.0001983411	0.8113351484	7.20186619754e-05	9.39522180649e-05	0.0104726601	0.0300405354	Solar Invertor
0.0001266893	0.0002691132	0.0002115848	0.0003632755	0.0002344785	0.3533384049	0.0003145099	0.000209857	0.1356798244	0.0004809377	0.3124138687	0.0001746309	0.0002278154	0.006480831	0.1894741789	Solar Invertor
8.40390043519e-05	0.0001785155	0.0001403542	0.0002409777	0.0001555406	0.0001927357	0.0650299857	0.000139208	8.93302248138e-05	0.0463212816	0.5334366428	0.0022068524	0.0001511207	0.303313685	0.0483197309	Solar Monitoring
3.22495516202e-05	6.85044402553e-05	5.38602102621e-05	0.0008948893	0.0064790104	0.2720927495	8.00604514433e-05	5.3420396774e-05	3.42800312616e-05	0.1397426886	0.016938488	4.44533678566e-05	0.0008604071	0.0674477906	0.4951771481	Solar Monitoring
8.86744887403e-05	0.0001883622	0.0200052372	0.0068733169	0.5120370945	0.0002033667	0.1877598044	0.0001468866	9.42575661803e-05	0.0334318613	0.1657175032	0.0023285796	0.0707626252	0.0001234723	0.0002389581	Solar Invertor
0.0148481378	0.0148995842	0.3109263031	0.0001312226	8.46984457333e-05	0.001243597	0.0183319151	0.0877514103	0.0216828844	0.0582445802	0.2938947536	6.30802658912e-05	0.071816878	0.0478867787	0.0581941762	Solar Monitoring
0.5322782497	0.2290667588	0.0001280386	0.1203943842	0.0001418925	0.0097134866	0.0001903228	0.000126993	0.0134342197	0.0212738932	0.0135613701	0.0592391857	0.0001378604	0.0001067499	0.0002065948	Solar Mounting/Rack
2.12172971975e-05	4.50697450111e-05	3.5435162067e-05	6.08395648455e-05	3.92692831901e-05	0.1468095639	5.26725584294e-05	0.0670805947	0.0501746606	8.05450444183e-05	0.7312226777	2.92463079286e-05	0.0042614887	2.95434377381e-05	5.71759083807e-05	Solar Invertor
6.19998105181e-05	0.0695507071	0.0540961075	0.0001777814	0.027882353	0.0001421908	0.0001539163	0.0001027008	6.59034106212e-05	0.0418867678	0.0001687315	0.5616080979	0.0016541339	0.1312111213	0.1112374873	Solar Mounting/Rack
0.0613440632	0.6242331668	7.48103093122e-05	0.0001284438	8.29048620228e-05	0.0001027302	0.0001112017	0.0279375037	0.0189946609	0.2665432348	0.0001219054	6.17444711623e-05	8.05489835527e-05	6.23717682215e-05	0.0001207091	Solar Mounting/Rack
3.72743489767e-05	0.3330299591	6.22521608024e-05	0.4610443146	0.0037787459	0.0408928233	0.1559023709	6.17438200467e-05	3.96211973185e-05	0.0001415008	0.0001014415	5.13796398222e-05	6.70275035979e-05	5.19016346884e-05	0.0047376436	Solar Mounting/Rack
0.0001181251	0.0002509212	0.0001972817	0.0003387181	0.0002186277	0.0002709091	0.047319231	0.0001956707	0.0353950489	0.0474744082	0.2854164906	0.0001628259	0.5821589406	0.0001644801	0.0003183211	Solar Invertor
0.0001154115	0.0002451569	0.0490100153	0.0003309368	0.0002136052	0.0433387436	0.0002865124	0.0001911756	0.000122678	0.0291541634	0.4224398594	0.0001590853	0.0002075353	0.0001607015	0.4540244199	Solar Monitoring
7.86143486247e-05	0.0001669925	0.0236037534	0.0002254228	0.0001455006	0.0627735187	0.0001951624	0.1546572439	8.35640247096e-05	0.0081225886	0.4618389743	0.0001083634	0.2035693438	0.0001094644	0.0843214929	Solar Invertor
0.0683203803	0.0002531534	0.0150253854	0.3769309897	0.0002205726	0.000273319	0.0151222066	0.0001974113	0.0001266795	0.124993745	0.0003243354	0.397510421	0.0002143047	0.0001659433	0.0003211528	Solar Mounting/Rack
9.3851201415e-05	0.0048696647	0.0001567416	0.1917516677	0.0001737012	0.000215239	0.7988553474	0.0001554616	9.97602123693e-05	0.0003562777	0.0002554145	0.0001293662	0.0001687652	0.0024658336	0.0002529082	Solar Mounting/Rack
0.0001509577	0.0003206641	0.4059050442	0.0004328639	0.0002793948	0.1280517592	0.0041308026	0.0002500569	0.0001604622	0.0832060693	0.0004108289	0.0002080829	0.0453440029	0.154208068	0.1769409424	Solar Monitoring
6.13374572357e-05	0.0001302929	0.0001024401	0.0001758822	0.0001135243	0.0001406718	0.000152272	0.0397818755	0.9127114514	0.035334628	0.0047454218	8.45486654201e-05	0.0062149555	8.54076432067e-05	0.0001652908	Solar Invertor
3.4941132358e-05	7.42218912763e-05	5.83554387905e-05	0.000100192	6.46695575207e-05	8.01342501718e-05	0.019213228	0.9763780319	3.7141077918e-05	0.0001326434	0.0035726346	4.81634916456e-05	6.28318653212e-05	4.86528118405e-05	9.4158599176e-05	Site Assessment
9.08801350131e-05	0.0001930474	0.1267805859	0.0002605944	0.0001682023	0.1200535454	0.0431889576	0.3099388699	9.66020832164e-05	0.0026062276	0.2806396857	0.0001252708	0.0001634225	0.0001265435	0.1155675647	Solar Invertor
7.62286501397e-05	0.6184791592	0.00012731	0.3074805205	0.0001410851	0.0001748233	0.0058792757	0.0001262704	8.10281191067e-05	0.0647764525	0.0021041336	0.000105075	0.0001370759	0.0001061425	0.0002054193	Solar Mounting/Rack
0.0130316598	0.0797526589	0.0075283982	0.0316809667	0.0427115623	0.0779142091	0.1371614922	0.0001232319	7.90782995326e-05	0.1317061079	0.0002024629	0.4647130645	0.0001337774	0.0019546262	0.0113067037	Solar Mounting/Rack
8.09906610877e-05	0.1130212425	0.0001352631	0.1553998899	0.0807564717	0.0001857446	0.3649458047	0.0142403088	8.60899533327e-05	0.2703394762	0.0002204147	0.000111639	0.0001456391	0.0001127732	0.0002182519	Solar Mounting/Rack
0.0001100396	0.000233746	0.0029217229	0.0057914231	0.000203663	0.3479713664	0.0002731766	0.0001822773	0.0329723065	0.0195833464	0.3973014797	0.0001516806	0.1891160728	0.0028911665	0.0002965324	Solar Invertor
0.0001170927	0.0002487281	0.1225598285	0.0003357576	0.0002167169	0.0002685413	0.102260912	0.0001939605	0.1166618661	0.000444507	0.239220338	0.0001614027	0.3265152815	0.0001630425	0.0906320247	Solar Invertor
5.9257416502e-05	0.3893700857	0.003047786	0.4041582279	0.0148537734	0.0384705586	0.1490625073	9.81580996417e-05	6.2988351407e-05	0.0002249528	0.0001612681	8.1681499483e-05	0.0001065579	8.25113481067e-05	0.0001596856	Solar Mounting/Rack
6.32686235278e-05	0.0001343951	0.0363125989	0.0001814197	0.0001170985	0.0048677442	0.0033054952	0.001679017	6.72521099814e-05	0.0033886092	0.8093184378	8.72106201222e-05	0.0741018525	8.80966422145e-05	0.0662875039	Solar Invertor
3.51858529803e-05	0.0289654072	5.87641484783e-05	0.0001008937	6.51224900187e-05	8.06954942486e-05	8.73499051148e-05	5.82842902492e-05	3.7401206514e-05	0.0001335724	9.57577133742e-05	4.85008189975e-05	6.32719269949e-05	0.9700749747	9.48180669561e-05	Solar Monitoring
4.6993497563e-05	9.9823504032e-05	7.84841814082e-05	0.0001347516	8.69762508729e-05	0.0001077752	0.0001166627	0.0281402254	4.9952277927e-05	0.0013476625	0.2971214357	6.47766908091e-05	8.45046771696e-05	0.1275154201	0.5450045558	Solar Invertor
8.31694628365e-05	0.0001766684	0.0001389019	0.0126547407	0.0001539313	0.0001907415	0.0002064706	0.1160228266	8.84059356739e-05	0.0003157277	0.0002263443	0.0063227705	0.8630793709	0.000115807	0.0002241232	Solar Invertor
4.12533915668e-05	0.0278016133	6.88975887161e-05	0.1058420049	7.63523789533e-05	9.46108319095e-05	0.8653945474	6.83349825052e-05	4.38507663366e-05	0.000156606	0.0001122704	5.68644244188e-05	7.41827001029e-05	5.74421423187e-05	0.0001111687	Solar Mounting/Rack
9.23417761237e-05	0.2023846373	0.0001542207	0.4207249306	0.0070636968	0.0002117773	0.0278003982	0.0001529613	9.8155751421e-05	0.0141361261	0.0002513066	0.3263859774	0.0001660509	0.0001285787	0.0002488406	Solar Mounting/Rack
0.0019134486	0.0732345061	6.29527795359e-05	0.6866343391	0.1641983086	8.64473627292e-05	9.35760912319e-05	6.24387176446e-05	4.00671152229e-05	0.0423475761	0.0001025832	0.0197473832	6.77818665643e-05	0.0113070145	0.0001015766	Solar Mounting/Rack
5.11827333705e-05	0.0001087223	8.54806545401e-05	0.000146764	9.47297496217e-05	0.225526908	0.0001270626	0.3184598181	5.44052742394e-05	0.0001942997	0.4547788437	7.05512095553e-05	9.20378474561e-05	7.12679792586e-05	0.0001379261	Solar Invertor
0.0028095229	0.0002305893	0.0001812961	0.0003112721	0.0002009125	0.0002489576	0.0002694874	0.0433953255	0.0001153883	0.0004120908	0.0002954268	0.0001496322	0.9509364183	0.0001511524	0.0002925278	Solar Invertor
0.0066913702	0.0014409438	8.91121534214e-05	0.000152999	9.87541804315e-05	0.107658181	0.0001324607	0.0332784497	0.2562840202	0.0002025542	0.3891327752	7.35484565927e-05	0.2045467498	7.42956770265e-05	0.0001437857	Solar Invertor
7.42568702706e-05	0.5248812226	0.0001240169	0.000212928	0.0906707133	0.0001703013	0.3549269835	0.0001230042	0.0019265501	0.0021295116	0.0131354142	0.0111880645	0.0001335302	0.0001033969	0.0002001058	Solar Mounting/Rack
7.90783896893e-05	0.0001679782	0.0001320694	0.0002267534	0.0001463594	0.0434682127	0.0001963144	0.9544093564	8.40572824885e-05	0.0003001972	0.0002152105	0.0001090031	0.0001422004	0.0001101105	0.0002130987	Solar Invertor
4.88795530153e-05	0.0001038299	0.0073787963	0.0001401597	0.0110362103	0.0001121007	0.0682281919	8.09674859037e-05	5.19570822302e-05	0.0184284619	0.3272891293	6.73764639101e-05	0.0511680315	0.2457391877	0.2701267202	Solar Monitoring
2.79443418477e-05	5.93593213054e-05	4.66700481693e-05	8.012903727e-05	5.17197955688e-05	6.40877593081e-05	6.93726427567e-05	4.62889483448e-05	0.0250603411	0.0001060822	0.0049431184	3.851898849e-05	0.9692921532	3.8910324714e-05	7.53038011567e-05	Solar Invertor
0.0641425643	0.0001367633	0.0001075274	0.0001846166	0.0001191619	0.1299059738	0.0001598339	0.2035548735	6.84371930193e-05	0.0002444125	0.0097869458	8.87474020412e-05	0.0065235938	0.5703854585	0.01459109	Solar Monitoring
0.0002950041	0.0006266471	0.0738939466	0.0008459097	0.0005459978	0.0300370677	0.008072482	0.1986720622	0.0003135779	0.0158001452	0.3971696426	0.0004066389	0.0005304824	0.08849228	0.1842981158	Solar Invertor
5.45151349089e-05	0.000115801	0.0177244423	0.0001563195	0.0001008974	0.0001250254	0.0001353354	0.1818499251	5.79474887253e-05	0.1344920444	0.5847632672	7.51446523782e-05	0.0774136905	0.0027887383	0.0001469062	Solar Invertor
0.0001562393	0.0314315544	0.0002609364	0.925663225	0.00028917	0.0003583204	0.0003878686	0.0002588056	0.0001660764	0.0005931152	0.0004252027	0.039089952	0.0002809527	0.0002175511	0.0004210303	Solar Mounting/Rack
4.01008752967e-05	8.51822080598e-05	6.69727629274e-05	0.0001149873	7.42192850267e-05	0.0220428537	0.0140682973	6.64258745226e-05	4.26256859314e-05	0.0290874897	0.8551959227	5.52757750535e-05	0.0589403956	0.0200111883	0.000108063	Solar Invertor
0.6892392454	8.18344845466e-05	0.0144426589	0.0269499956	7.13024124628e-05	0.0010469078	9.56391403537e-05	0.2655834253	4.09504650805e-05	0.0020633571	0.0001048448	5.31033963835e-05	6.92762367441e-05	5.3642903869e-05	0.000103816	Site Assessment
8.84792725833e-05	0.0001879475	0.6561923169	0.00025371	0.0001637587	0.000202919	0.1036897655	0.0001465632	9.40500589242e-05	0.0003358848	0.1257258257	0.0001219614	0.0111665641	0.0309440853	0.0706861686	Solar Invertor
0.0039817821	0.0539178934	0.0040848761	0.008097019	0.7199365469	0.0003528339	0.0654568269	0.0002548429	0.1303133279	0.0005840336	0.0119024975	0.0002120655	0.0002766509	0.00021422	0.0004145835	Solar Mounting/Rack
0.2316281268	0.0149027396	0.0001967035	0.5717873183	0.0090095193	0.0002701152	0.0002923898	0.0001950973	0.0030557053	0.0707793698	0.0003205335	0.0441200097	0.0002117926	0.0001639981	0.0530665814	Solar Mounting/Rack
8.92653402302e-05	0.0001896173	0.0001490827	0.000255964	0.0179336157	0.1889939942	0.0646320615	0.0023689156	9.4885618557e-05	0.0802966783	0.0757586431	0.000123045	0.0468025743	0.033440049	0.4888716084	Solar Monitoring
6.42805370633e-05	0.380791928	0.0001073554	0.3632463886	0.1504618539	0.0001474215	0.0001595783	0.0001064787	6.83277350952e-05	0.1026051331	0.0001749384	0.0016879978	0.0001155906	8.95056531858e-05	0.0001732218	Solar Mounting/Rack
6.67354696823e-05	0.0001417594	0.0001114554	0.0001913607	0.6028758047	0.0848372576	0.0018261474	0.0001105453	7.09372339159e-05	0.0035742903	0.3040484763	9.19893838464e-05	0.0001200051	9.29239561065e-05	0.0018403119	Solar Invertor
9.54107930775e-05	0.0524297471	0.0001593463	0.5130485104	0.0001765877	0.0002188158	0.0239764399	0.0001580451	0.000101418	0.330342358	0.0002596589	0.0737242135	0.0001715697	0.0001328521	0.0050050269	Solar Mounting/Rack
3.74829278643e-05	7.9621168775e-05	0.4104194681	0.0001074805	6.93739497257e-05	8.59636226976e-05	9.30524604363e-05	0.0812008336	3.98429086425e-05	0.0001422926	0.2677666024	5.16671487503e-05	6.74025744582e-05	5.21920645825e-05	0.239786724	Solar Monitoring
6.59686942809e-05	0.0001401306	0.1363460553	0.000189162	0.0001220958	0.0822211006	0.0001637692	0.0001092751	7.01221811971e-05	0.0002504302	0.0001795327	9.09324467026e-05	0.7797817978	9.18562809395e-05	0.000177771	Solar Invertor
7.68113962762e-05	0.0460314394	0.0001282833	0.0002202529	0.0096980546	0.0001761598	0.0384142505	0.0001272357	8.1647555805e-05	0.0518934025	0.0002090409	0.852491354	0.0001381238	0.0001069539	0.0002069897	Solar Mounting/Rack
0.0342610417	0.0126781441	0.0002083017	0.0003576387	0.0002308402	0.4440581777	0.0003096299	0.0436528238	0.0001325763	0.0097833801	0.1741243254	0.0063785245	0.0002242805	0.273264213	0.0003361023	Solar Monitoring
7.68113962762e-05	0.0097190536	0.0001282833	0.0040426093	0.0001421637	0.0192879418	0.0001906865	0.0842190764	8.1647555805e-05	0.619513327	0.0002090409	0.0039282346	0.0001381238	0.0268634487	0.2314595515	Solar Monitoring
6.79770861775e-05	0.0001443968	0.010261736	0.2048504289	0.3620785296	0.0001558991	0.1371695497	0.000112602	7.22570244288e-05	0.0679127678	0.0001849985	0.1979837375	0.0001222378	9.4652810601e-05	0.0187882293	Solar Invertor
3.73783474445e-05	7.9399019233e-05	6.24258493983e-05	0.0001071806	6.9180390759e-05	8.57237771929e-05	9.27928364973e-05	6.19160903306e-05	0.0363107899	0.0001418956	0.9626798073	5.15229931996e-05	6.7214515789e-05	5.20464444739e-05	0.0001007264	Solar Invertor
7.1866787717e-05	0.0001526593	0.0376711587	0.0037823729	0.0734471298	0.0001648198	0.0019665606	0.0001190451	7.63916273511e-05	0.0825276843	0.0806622988	9.90624858502e-05	0.0001292323	0.0001000689	0.7190296484	Solar Invertor
9.17096408956e-05	0.0001948095	0.0229718448	0.0755646165	0.0001697375	0.0777938391	0.2147232625	0.0001519142	9.74838160207e-05	0.0003481479	0.0002495863	0.527237919	0.0001649142	0.0001276985	0.0801125166	Solar Mounting/Rack
0.0209233105	0.556907122	0.0001076999	0.2841858195	0.0001193531	0.1188827369	0.0049736651	0.0001068204	6.85470021994e-05	0.0002448047	0.0001754998	0.0097160392	0.0001159615	0.0032988427	0.0001737777	Solar Mounting/Rack
0.2027283567	0.2351591475	0.1522164944	0.1386282385	0.0003424149	0.0096308139	0.000459287	0.0003064596	0.004799914	0.1664196112	0.0879653961	0.000255018	0.0003326847	0.0002576088	0.0004985547	Solar Mounting/Rack
0.0001056987	0.000224525	0.0001765281	0.1896584495	0.0001956287	0.0002424101	0.0002624001	0.0001750866	0.0001123536	0.6026565068	0.0002876572	0.1395322841	0.0001900696	0.0001471772	0.0660332247	Solar Mounting/Rack
7.9547941522e-05	0.0001689756	0.0001328536	0.0002280998	0.0911935282	0.0001824358	0.0021767475	0.0040903035	0.0080016259	0.089369012	0.6593125275	0.0100059873	0.0832722749	0.0119863686	0.0397997117	Solar Invertor
0.0001283071	0.1982054618	0.0002142867	0.0003679144	0.0002374727	0.0130641258	0.5111131379	0.0257522674	0.0001363855	0.0100644782	0.0003491857	0.2396118351	0.0002307245	0.0001786577	0.0003457593	Solar Mounting/Rack
2.77705631238e-05	5.89901808489e-05	0.3192752673	7.96307352553e-05	5.13981633715e-05	0.0891990279	6.89412320119e-05	4.60010891991e-05	0.1126578927	0.0001054225	0.3269051524	3.82794487398e-05	0.0511818373	0.1002295529	7.48355060529e-05	Solar Monitoring
0.0001181251	0.0002509212	0.0001972817	0.5528940049	0.0443054857	0.0237839	0.0825887174	0.0001956707	0.0001255625	0.2649695743	0.0003214756	0.0295540645	0.0002124151	0.0001644801	0.0003183211	Solar Mounting/Rack
0.0001303884	0.003521223	0.0002177627	0.0003738825	0.0002413248	0.0002990338	0.0003236931	0.2630004088	0.0001385979	0.2470581438	0.0749726495	0.0001797298	0.3246596824	0.0001815558	0.0847019239	Solar Monitoring
0.7259148842	0.0089809899	0.0001185415	0.000203527	0.0001313678	0.0001627823	0.0001762058	0.0760574468	7.5447250757e-05	0.0408884498	0.0001931664	9.78378451895e-05	0.0001276347	0.0424838774	0.1043878413	Site Assessment
0.0001875984	0.0003984962	0.1450125694	0.0005379292	0.0003472098	0.0004302395	0.1685035687	0.000310751	0.0001994099	0.0287184688	0.457946916	0.000258589	0.0003373433	0.1963053748	0.000505536	Solar Monitoring
8.73257905292e-05	0.6672324796	0.0001458434	0.2262207157	0.0001616238	0.0045458566	0.028463078	0.0001446525	9.28239519277e-05	0.0003315059	0.0002376557	0.0696496986	0.0023298225	0.0001215944	0.0002353236	Solar Mounting/Rack
