2,0.000136206890745,3.99018917097e-05,0.0375351576511,0.00012543909556,6.92202182105e-05,0.00170567652414,0.00184152373973,0.0423657077085,0.0912859080228,7.50434042543e-05,9.23242363463e-05,0.0001647520191,0.00020626016146,0.82421561373,0.00014126470628,2010,pat0475
2,0.00020990655672,6.14922538032e-05,0.000229254779678,0.00019331245639,0.000106674321545,0.0201637947398,0.000332918178982,0.00015846289674,0.000397849340764,0.00262067695646,0.000142279604558,0.0954449839882,0.361041983572,0.518678709268,0.000217701086335,2010,pat0474
2,0.000102664028242,3.00754896834e-05,0.841820645459,9.45479540633e-05,5.21737659412e-05,6.04353410686e-05,0.000162828269223,0.00130269759489,0.000194585708014,5.65629105226e-05,6.95880946689e-05,0.000124179517272,0.0540640170882,6.73914576337e-05,0.101797607321,2010,pat0477
2,0.0838580864062,8.54727671827e-05,0.0699572597591,0.0107144898689,0.000148274764477,0.000171753673544,0.000462748334027,0.000220259649671,0.265179685203,0.0906909298576,0.00019776525925,0.000352910861316,0.000441824334741,0.25785434654,0.219664192721,2010,pat0476
1,0.000122291941007,3.5825498698e-05,0.000133564250827,0.46275326937,6.21486533876e-05,7.19897250404e-05,0.0323015113979,9.23207713123e-05,0.109689353643,6.73769404459e-05,8.28923559083e-05,0.329980052784,0.0644002938669,8.02757528847e-05,0.00012683304811,2010,pat0471
1,0.000188641680478,5.52626953395e-05,0.000206029804746,0.123992654111,9.58675307459e-05,0.000111047895691,0.587876273991,0.00464491597187,0.0431313552661,0.000103932435502,0.103685512504,0.135303367055,0.000285662959199,0.000123829524669,0.000195646574408,2010,pat0470
2,0.000691387156064,0.000202542289013,0.000755116050741,0.00888775644056,0.000351362324982,0.00040699960154,0.00109656104394,0.000521942778874,0.603635378744,0.000380920859179,0.305756626025,0.0750955226447,0.00104697806155,0.000453845314996,0.000717060664062,2010,pat0473
3,0.000120359713094,3.52594513524e-05,0.000131453919013,0.0834205929396,6.11666969164e-05,0.024489226759,0.00019089416325,0.535858725694,0.163974871989,6.63123763874e-05,8.15826463513e-05,0.182565204839,0.00880051235654,7.90073859816e-05,0.000124829070139,2010,pat0472
2,0.000191224651113,5.60193781622e-05,0.217006299586,0.000176107443267,0.342408941337,0.00011256841572,0.000303288108859,0.000144359531293,0.0231832244048,0.000105355527304,0.000129616569235,0.000231299952596,0.000289574390826,0.000125525056776,0.415536595647,2010,pat0479
2,0.000260880599001,7.64251305757e-05,0.000284927375212,0.000240256760938,0.000132579283551,0.000153572855544,0.265048832115,0.0188770666944,0.0970084295221,0.264778800139,0.000176831010154,0.000315553825466,0.00350840918562,0.0250780790012,0.324059356503,2010,pat0478
